Combination,Train RMSE,Validation RMSE,Train RMSE Std. Dev., Validation RMSE Std. Dev,count
"('Chlorine dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",5953757.22150549,14781089.980451277,3473160.854374951,8172829.542458735,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",8647483.046907077,9031948.17472224,3659790.5183633524,7405161.0899041705,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Influent (ppm)')",2153347.934817131,7617884.2066266,437342.4516610718,9622122.486177348,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",7472097.273036331,9191391.867718717,3078492.4868752705,8240833.112012734,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Influent (ppm)')",2153262.5065111197,10978612.905561874,437286.1570153944,9401422.287510319,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",5277180.825227723,12986605.52534355,2924981.775908508,8009810.107418084,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",7828078.231890383,11688096.692433957,3269224.5985848513,9137675.779127512,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'pH Pre-chlorination')",5953748.398812783,12918676.421071421,3473172.8946381584,10954103.576343928,3
"('Chlorine dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'Residual chlorine\n(ppm)')",8647465.054980144,8512558.319310907,3659799.6263364335,8797189.986060755,3
"('Chlorine dosage (L/d)', 'BOD Influent (ppm)', 'BOD Pre-chlorination\n(ppm)')",2153427.433759657,11875414.630187225,437506.0673212336,10121264.116527205,3
"('Chlorine dosage (L/d)', 'BOD Influent (ppm)', 'COD Influent (ppm)')",2153350.0263764844,9735531.63362178,437354.8116630105,8930628.72891963,3
"('Chlorine dosage (L/d)', 'BOD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",2153110.7831041985,14743536.656517455,437456.74543267104,3943076.4325550133,3
"('Chlorine dosage (L/d)', 'BOD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",2153201.9352110326,11457288.0230099,437398.26594925526,10072292.81089992,3
"('Chlorine dosage (L/d)', 'BOD Influent (ppm)', 'pH Pre-chlorination')",2153481.1387524335,19452495.896905147,437413.8124220677,9821708.666170908,3
"('Chlorine dosage (L/d)', 'BOD Influent (ppm)', 'Residual chlorine\n(ppm)')",2153264.762501224,7258509.218131045,437507.17578560323,9106833.884349111,3
"('Chlorine dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Influent (ppm)')",2153493.350267858,11866656.915992066,437409.0680706222,10131717.48879472,3
"('Chlorine dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Pre-chlorination\n(ppm)')",2153257.812553938,10998063.534622699,437506.9105439422,8907635.933835614,3
"('Chlorine dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",2153439.813420488,8705211.353527274,437462.33817514696,10449446.999151679,3
"('Chlorine dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",2153512.4829720026,12961491.091888381,437529.8377763265,11567139.02106048,3
"('Chlorine dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",7470164.140802227,9181139.641786192,3081442.755332406,8253138.173204039,3
"('Chlorine dosage (L/d)', 'COD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",2153241.255506617,12985692.862536583,437496.81278252706,8011568.855759002,3
"('Chlorine dosage (L/d)', 'COD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",2153448.5392660676,14793087.61911497,437473.5040151086,8485637.767322043,3
"('Chlorine dosage (L/d)', 'COD Influent (ppm)', 'pH Pre-chlorination')",2153507.547182634,13275580.710640818,437409.5066322556,11196396.965413075,3
"('Chlorine dosage (L/d)', 'COD Influent (ppm)', 'Residual chlorine\n(ppm)')",2153299.539237988,10840545.445412781,437486.22784858325,13562591.405380784,3
"('Chlorine dosage (L/d)', 'COD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",2153245.568652912,14205821.255995702,437484.8824866532,8594208.114420706,3
"('Chlorine dosage (L/d)', 'COD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",2153196.257778875,17279829.839142542,437482.99486554466,10447914.06006765,3
"('Chlorine dosage (L/d)', 'COD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",2153209.928159729,11338480.332788201,437450.8416536172,6783946.513673932,3
"('Chlorine dosage (L/d)', 'TSS Pre-chlorination (ppm)', 'pH Pre-chlorination')",2153297.4754324527,10873659.857412916,437412.66570101684,13137551.092099097,3
"('Chlorine dosage (L/d)', 'TSS Pre-chlorination (ppm)', 'Residual chlorine\n(ppm)')",5327917.05317403,13281440.055082057,2829123.721109073,8618128.85855208,3
"('Chlorine dosage (L/d)', 'pH Pre-chlorination', 'Residual chlorine\n(ppm)')",2153258.5490595764,13919775.180877626,437516.0744227465,10506571.093800144,3
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)')",2153188.1610260336,9914917.907660116,437442.4415556192,12038604.269953066,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",2153188.7397781024,9916493.860030662,437448.99550186086,12036595.235101033,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)')",2153134.78121533,9893085.178241681,437458.4769895916,12056821.619362764,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",2153188.0939543843,10502729.520318469,437459.17550233105,8651712.57443183,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",2153139.3676319616,9948872.673193913,437419.6311931059,12011325.3731974,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",2153102.618309118,14163582.75756402,437415.31133370963,9509561.06925514,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",2153159.7815388083,10915333.436837424,437420.8055244909,13102534.058945775,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",2153134.7772942735,16461485.272649989,437421.7930723151,11016825.046990894,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",2153096.3532145987,9951953.492246483,437432.528117727,12009489.657472203,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",2155064.352658096,9188149.795692628,438111.57711647975,8142245.039704406,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)')",2153082.038372629,9164607.704385616,437429.76728732284,8169833.187042575,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",2153185.583559909,10503659.585916225,437457.4834101414,8652062.15138204,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",2153148.78952079,9174701.584650077,437402.5531683517,8157893.397523373,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",2153113.0262627644,11339670.009066641,437408.46990687185,6785097.5576047925,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",2153115.7670598226,8105496.454515636,437377.54887340666,10427556.996157017,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",2153124.0245501706,9222239.914198626,437407.75771448103,8102911.594415862,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",2153103.6989766834,7109987.016823603,437430.03171542665,8734227.803672045,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Influent (ppm)')",2153072.2626101854,9164487.38458642,437436.6848141358,8169724.949580921,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",2153185.2325756047,10503304.769419387,437446.7751888635,8651613.659376347,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Influent (ppm)')",2153122.7627382786,9179914.528172081,437419.4940084661,8151842.6639980655,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",2153100.4781601653,11339530.16341756,437404.1187158887,6784854.039239579,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",2153095.684845146,8105142.756776741,437392.42105039617,10427674.882626604,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'pH Pre-chlorination')",2153103.694336484,12626459.225828242,437406.91517736163,7041074.721880987,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'Residual chlorine\n(ppm)')",2153108.438930203,7109512.188363309,437418.47585676564,8734093.887570469,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent (ppm)', 'BOD Pre-chlorination\n(ppm)')",2153142.8267235225,10502092.554674126,437468.8716463701,8654837.501497423,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent (ppm)', 'COD Influent (ppm)')",2153077.2567551546,9165303.612488817,437432.9569602687,8169313.41939978,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",2153072.887752968,11339589.23239854,437431.8890213508,6785390.365218751,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",2153053.738827673,8099795.169115332,437413.34283180174,10432474.730104448,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent (ppm)', 'pH Pre-chlorination')",2153072.350267309,9223726.191921461,437429.36156402883,8102413.681828335,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent (ppm)', 'Residual chlorine\n(ppm)')",2153071.1986395707,7111662.632663359,437442.8349182254,8732600.082313424,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Influent (ppm)')",2153185.7646835884,10503265.084443245,437455.1760485248,8651929.636374692,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Pre-chlorination\n(ppm)')",2153168.2744523915,12756235.471227914,437461.23754843796,6143358.2853110405,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",2153184.7481385535,10503065.931547403,437453.8057367027,8652462.838107139,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",2153163.792225985,10503991.68634874,437446.9412675727,8651764.843061795,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",2153159.5228447295,10499518.204767443,437475.16082146607,8656597.268397098,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",2153107.354950016,11339241.793484535,437416.93170096935,6785078.164831012,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",2153098.913362962,8059162.544198299,437390.5783473418,10462824.850829748,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'pH Pre-chlorination')",2153091.1691739624,9392380.851142738,437400.6901409503,8146854.433733603,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'Residual chlorine\n(ppm)')",2153099.7303213417,7109995.233351168,437417.38048372715,8733893.086069202,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",2153106.4159722817,12109001.892876688,437403.5064872831,7974684.9102866305,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",2153081.3558915695,11339385.34675169,437411.1087493774,6785261.429286205,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",2153092.1286306293,11343139.539348602,437423.9624337753,6778226.761449756,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'TSS Pre-chlorination (ppm)', 'pH Pre-chlorination')",2153083.9739733785,10279113.617916325,437394.1708732279,9625283.372317687,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'TSS Pre-chlorination (ppm)', 'Residual chlorine\n(ppm)')",2153075.299758545,8107305.250734861,437432.94045866816,10426272.853613688,4
"('Chlorine dosage (L/d)', 'Flow Rate Influent (m3/d)', 'pH Pre-chlorination', 'Residual chlorine\n(ppm)')",2153072.333675206,9221932.322201855,437447.7295276489,8104013.563735152,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",2155449.0838567247,10409715.110647812,436220.39045874117,12595301.298284493,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)')",2153492.506598664,11691298.548785806,437436.9132398628,11800672.49559328,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",2153526.419178529,10455644.763313547,437495.74689681636,8707613.928830193,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",2153492.2284901175,12023044.702421013,437429.776694194,11071683.733922668,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",2153202.212494795,14162019.271364301,437466.19994414103,9509377.53269853,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",2153294.5086041596,10874938.760617543,437407.514047086,13133789.401199417,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",2153525.424241082,21625122.000397284,437429.98990223906,5725430.190623427,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",2153294.8091346733,9875280.64917938,437516.1347665987,12070279.140558882,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Influent (ppm)')",2153454.1263868767,10423032.737880167,437412.78303870023,12584859.36904056,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",2153440.623202896,10463016.286733171,437512.48437361635,8697562.255768824,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Influent (ppm)')",2153484.445864106,10425049.472688323,437442.5123995485,12583388.11743355,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",2153215.35770526,14161285.81492643,437476.05229354766,9508454.729578549,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",2153289.2309274063,10872615.49006627,437417.49080617604,13134675.98941065,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'pH Pre-chlorination')",2153503.574098477,22153203.237336706,437443.35343317606,5784422.005212238,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'Residual chlorine\n(ppm)')",2153236.459108155,10398713.98347733,437515.7835887798,12604379.889962811,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)', 'BOD Pre-chlorination\n(ppm)')",2153364.4739405094,10465601.941837784,437484.49324514536,8695685.886389995,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)', 'COD Influent (ppm)')",2153466.8522311253,12533221.328053346,437427.94357345824,11568979.833549274,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",2153180.512432842,14162213.006918263,437487.4498530884,9509682.953999124,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",2153258.7406393285,10883107.818023598,437416.75812355237,13127496.47805787,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)', 'pH Pre-chlorination')",2153494.333496236,21828310.08383986,437433.8251149523,5724902.757185476,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent (ppm)', 'Residual chlorine\n(ppm)')",2153268.747849888,11352695.977415234,437535.6655659656,11491865.877606906,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'COD Influent (ppm)')",2153421.234352329,10461912.067598674,437470.88519286015,8699539.098715832,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'COD Pre-chlorination\n(ppm)')",2153259.367616637,12755118.708638093,437509.7099901848,6142247.737964083,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",2153400.8636204833,10762328.09591564,437482.32792007906,8841706.80283129,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",2153458.2790910457,10461840.475873532,437480.4687159567,8699828.88490536,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",2153345.9783919407,10451700.449750973,437560.99105861166,8710360.57702326,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",2153194.357180094,14161823.845790654,437471.7737363206,9509402.265971556,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",2153276.212295307,10873499.596027508,437418.8736638566,13134621.108345924,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'pH Pre-chlorination')",2153494.9174849996,21625271.173776336,437436.85667525255,5725542.902457129,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'Residual chlorine\n(ppm)')",2153260.907295525,11991495.901761523,437521.3838256595,11104883.957688713,4
"('Chlorine dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",2153206.8539547734,14964479.744467933,437459.84132595226,10213752.090352645,4
