Combination,Train RMSE,Validation RMSE,Train RMSE Std. Dev., Validation RMSE Std. Dev,count
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)')",280738.7114379633,1293071.351224166,139845.22835592597,1593171.1553587853,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)')",280788.7401058734,723188.024958867,139735.43481906134,1434401.5676197438,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)')",280686.2547733084,1876208.5359727088,139944.12866477075,1548936.252908426,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)')",280741.77372908854,723851.6539648857,139839.08155780289,1434064.7586558873,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'TSS Pre-chlorination (ppm)')",280769.8334661741,1300038.5892966222,139774.09094177,1599937.9280493276,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'pH Pre-chlorination')",280736.3496458507,1293397.9700081155,139842.91367087574,1592889.357451105,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Residual chlorine\n(ppm)')",1019474.6532138938,1043037.066640372,509422.9320208924,1417075.7138222035,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)')",281140.62976579304,1299954.9741005725,139049.66772974798,1600009.8202431144,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",281031.79622346157,722324.1230124737,139254.46481276938,1433208.528552269,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)')",281008.4691425832,2106440.272657801,139317.6411637991,1752745.832179071,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",280932.36646631896,723555.7391609077,139464.32518817027,1434220.3646702915,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",280938.684152658,2115836.265947314,139459.32479677163,1764086.4596544807,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",280942.1796123437,1293622.3618855372,139456.7330835772,1592717.0040955169,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",280771.0997125787,1300182.972942079,139781.85903026455,1599841.2988903215,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",280782.4498187878,2106295.1321859495,139773.42044167037,1752971.3471970886,3
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",834908.9097348353,2067051.7107314032,549645.8710928845,1224453.0843656613,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",281261.3138447943,1298780.4896469407,138800.93196425834,1599434.0181445275,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)')",281009.1597615233,1299888.001096089,139308.4051540495,1600043.3697295147,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",281262.7526909668,1300018.042610547,138805.79161136606,1599964.0177937464,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",280997.53342181037,1299853.9979904862,139331.9319823382,1600064.3959431339,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",281159.1822099455,1300005.2837026967,139009.56366332714,1599971.8055992625,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",281120.2514345676,1299954.9736455113,139085.02261496152,1600039.096678584,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",281068.86748790776,1299822.403898739,139188.26936797242,1600113.3378942139,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280646.7354385758,1299482.3066601208,140010.32239889342,1600385.5620568288,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Influent \n(ppm)')",280916.7641568623,722099.7705640462,139479.31150319695,1433205.2257004736,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",281176.1350495345,722200.5214635264,138969.65285830828,1433202.582436054,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Influent (ppm)')",280938.0673643517,722120.415492635,139437.56080329095,1433297.3071723264,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",281077.22075296275,722245.1700378607,139162.25805807256,1433207.510533879,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",281101.40643854823,722179.7776150729,139113.95820632103,1433165.0698342677,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'pH Pre-chlorination')",281045.7450394717,722144.359826009,139226.36463002785,1433182.7029519326,3
"('Chlorine Dosage (L/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280630.1396231031,722607.4458086735,140042.2231533637,1434442.5427402102,3
"('Chlorine Dosage (L/d)', 'BOD Influent \n(ppm)', 'BOD Pre-chlorination\n(ppm)')",280916.1461724777,723456.9734978534,139492.66964381654,1434261.250620509,3
"('Chlorine Dosage (L/d)', 'BOD Influent \n(ppm)', 'COD Influent (ppm)')",280896.03795438714,2115808.8464657515,139541.12074513413,1764126.1320112126,3
"('Chlorine Dosage (L/d)', 'BOD Influent \n(ppm)', 'COD Pre-chlorination\n(ppm)')",280911.3742991494,1870106.108875505,139510.64213834272,1543487.9816056634,3
"('Chlorine Dosage (L/d)', 'BOD Influent \n(ppm)', 'TSS Pre-chlorination (ppm)')",280779.75832134444,723879.4240664423,139761.3782340278,1434060.052840784,3
"('Chlorine Dosage (L/d)', 'BOD Influent \n(ppm)', 'pH Pre-chlorination')",280725.49165342643,1300384.794802123,139879.9458480764,1599663.0378211667,3
"('Chlorine Dosage (L/d)', 'BOD Influent \n(ppm)', 'Residual chlorine\n(ppm)')",1245089.6699779176,1201971.7522252146,624373.2373295508,1328978.9293274581,3
"('Chlorine Dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Influent (ppm)')",280851.9946560913,723434.1637198876,139623.41682842825,1434266.5767179413,3
"('Chlorine Dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Pre-chlorination\n(ppm)')",281024.8837333754,723681.696490959,139279.69362583297,1434151.60486744,3
"('Chlorine Dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",280985.68219549546,723631.386158196,139352.59753259335,1434177.6606273688,3
"('Chlorine Dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",280936.0648439504,723393.7286398466,139458.54369408617,1434243.5186364597,3
"('Chlorine Dosage (L/d)', 'BOD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",280646.7246603705,722978.1097236875,140009.79153745185,1434467.0925530358,3
"('Chlorine Dosage (L/d)', 'COD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",280868.04198323865,1876451.5865686696,139595.40368892642,1548610.8968920533,3
"('Chlorine Dosage (L/d)', 'COD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",280781.609430598,1876659.8475249168,139763.50433604108,1548390.4181423583,3
"('Chlorine Dosage (L/d)', 'COD Influent (ppm)', 'pH Pre-chlorination')",280822.3236085697,1876458.5938801537,139689.06174326493,1548620.7549945246,3
"('Chlorine Dosage (L/d)', 'COD Influent (ppm)', 'Residual chlorine\n(ppm)')",280677.32176947,1876409.7118488655,139958.26348756714,1548686.134174241,3
"('Chlorine Dosage (L/d)', 'COD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",280780.3486612468,1300072.465372451,139762.6284065199,1599923.2666593236,3
"('Chlorine Dosage (L/d)', 'COD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",280808.5470773734,1293379.1356334898,139717.5887765069,1592865.5307058874,3
"('Chlorine Dosage (L/d)', 'COD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",834298.5276612537,1612988.144159369,548790.2922316802,1457299.8355368886,3
"('Chlorine Dosage (L/d)', 'TSS Pre-chlorination (ppm)', 'pH Pre-chlorination')",280889.9452821771,1300006.917529129,139547.42723966885,1599972.7086958778,3
"('Chlorine Dosage (L/d)', 'TSS Pre-chlorination (ppm)', 'Residual chlorine\n(ppm)')",280656.0530868564,1299941.853645993,139996.02560765753,1600005.8661273865,3
"('Chlorine Dosage (L/d)', 'pH Pre-chlorination', 'Residual chlorine\n(ppm)')",280631.0789851234,1292635.4648587971,140053.46827126757,1593506.4442438213,3
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)')",280762.8956346117,1299607.4440479605,139785.57175029512,1600286.5611259816,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",280703.1895487734,721697.0610630678,139897.0059462892,1433440.2229537948,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)')",280738.42555397854,1293072.2229789877,139845.80012149722,1593172.4132849053,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",280750.2128992663,723181.6583280468,139809.53973024405,1434409.5838104328,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",280682.8336336,1876156.4653919924,139950.91642856604,1549000.1491749373,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",280753.6982143744,724114.0984721535,139816.1183007387,1433936.4150708937,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",280690.04972318513,1300002.648544419,139934.2985371419,1599972.740344729,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",280696.8970768471,1293290.276989982,139918.89818754868,1592990.1196291328,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Total Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280642.6222755518,723590.9778121049,140031.421605147,1434198.664847559,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",280673.65417062235,1298274.356977562,139957.99887313962,1599852.9780873808,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)')",280732.6995675904,1299540.9947464545,139844.56873905341,1600345.5610515894,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",280783.45477216865,1299620.7603784862,139746.00544159004,1600290.1128687277,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",280679.60252048646,1299555.0578924394,139947.15233945052,1600327.4180296054,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",280739.7359248004,1299709.004733443,139828.8758010659,1600205.3904167144,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",280759.7646613707,1299475.2806183952,139790.40599443394,1600390.7118220867,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",280770.61443421495,1299509.7922830537,139772.37415193205,1600352.9792104033,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280641.1805625752,1299260.415028554,140017.39454678327,1600564.507001021,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Influent \n(ppm)')",280696.8719351572,721636.7905102402,139908.20410813834,1433515.8622745748,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",280676.1344846064,721713.9920765645,139953.0382660975,1433478.3134869642,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Influent (ppm)')",280646.43363124685,721600.1678948879,140006.8241709111,1433492.4582051495,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",280656.5323315599,721851.2896074291,139987.6026917439,1433371.5008786416,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",280712.6342090346,721701.9132487633,139876.6756582981,1433446.104100258,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'pH Pre-chlorination')",280669.74896375946,721675.2111478754,139965.817872323,1433413.6621556405,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'Fecal Coliform Effluent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280627.4723864893,722285.2697175115,140044.33465728897,1434636.1123382847,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)', 'BOD Pre-chlorination\n(ppm)')",280750.8512293572,723103.9687741033,139805.63838487727,1434440.716498112,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)', 'COD Influent (ppm)')",280713.2284021645,1876117.6714540948,139890.40829465687,1549046.4153861941,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)', 'COD Pre-chlorination\n(ppm)')",280772.19849183946,1643725.7843555815,139775.66211794203,1458287.5113034262,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)', 'TSS Pre-chlorination (ppm)')",280730.30998896586,723326.8400265741,139850.5301661154,1434325.0906112026,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)', 'pH Pre-chlorination')",280691.06583070254,1518044.0189031567,139937.2113814971,1470350.5028120151,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Influent \n(ppm)', 'Residual chlorine\n(ppm)')",280649.8186815531,1292817.041387095,140012.93566245917,1593374.523072541,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Influent (ppm)')",280679.7320569718,723067.3886387479,139947.100162581,1434462.1734107267,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'COD Pre-chlorination\n(ppm)')",280734.6774511409,723305.3839505955,139838.74689570523,1434337.1330907375,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",280744.8835916879,723134.7744418548,139820.16188264982,1434411.2848345062,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",280741.29230526875,723092.9862279203,139830.04871731985,1434365.5699457675,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'BOD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",280646.47813270317,722841.8894654763,140006.85577744647,1434566.2086440749,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",280685.80943271494,1876209.0284527,139942.46712481766,1548936.956343708,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",280684.19793438166,1876405.072930267,139948.50048298333,1548708.5628044256,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'pH Pre-chlorination')",280686.5623559588,1876203.9004377406,139942.94210874682,1548930.3829235297,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Influent (ppm)', 'Residual chlorine\n(ppm)')",280636.798348107,1876158.3025146849,140036.7523805655,1548995.784879679,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",280721.0658600539,1300002.5709974524,139870.9895417167,1599978.1298378154,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",280684.0264234737,1293476.4557103668,139940.73772218986,1592827.1924328895,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'COD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",280627.19687172276,723322.9650701352,140060.49564743452,1434322.8312852946,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'TSS Pre-chlorination (ppm)', 'pH Pre-chlorination')",280717.4755610937,1300041.253394495,139878.81034410247,1599941.7884439733,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'TSS Pre-chlorination (ppm)', 'Residual chlorine\n(ppm)')",280627.13271068904,1300003.0708179276,140051.6547971077,1599971.7309459657,4
"('Chlorine Dosage (L/d)', 'Flow Rate Influent (m3/d)', 'pH Pre-chlorination', 'Residual chlorine\n(ppm)')",280625.0098186551,1292915.1553369511,140052.2330393037,1593290.4438013362,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)')",281031.7781846538,1298930.7150372588,139254.4686113982,1599387.146290193,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)')",281023.7779241343,1299955.713085762,139276.20260413378,1600002.1562444847,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",280981.7483184113,1299963.941053891,139363.61119119872,1600009.359463278,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Influent (ppm)')",280929.8209724133,1299874.1908231317,139465.64205445527,1600079.9114341722,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",280977.10553739924,1299949.5870960555,139371.30563854898,1600012.062946804,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",280765.4973269197,1300235.9163189218,139788.2050694539,1599790.1208496983,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'pH Pre-chlorination')",280833.4902881576,1299870.0964809759,139656.1887582811,1600082.474193354,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Influent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280647.80120966694,1299545.4405746937,140007.35327074517,1600341.2582492398,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Influent \n(ppm)')",280890.8027964254,722203.3523465946,139530.28617491643,1433296.3481381878,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)')",280859.9867160839,722247.2671650841,139596.5546322226,1433245.420912697,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Influent (ppm)')",280929.3638646723,722126.5037289226,139454.5040150644,1433303.9749579127,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'COD Pre-chlorination\n(ppm)')",280853.11108837085,722309.0906491517,139607.6273480246,1433328.050497243,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'TSS Pre-chlorination (ppm)')",280788.8589445569,722394.3973323589,139734.40076536022,1433190.4986018164,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'pH Pre-chlorination')",280788.04585329315,722199.8314353013,139739.00524337697,1433231.9443581053,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'Fecal Coliform Effluent (MPN/100mL)', 'Residual chlorine\n(ppm)')",280630.39019416436,722675.8746738622,140040.13286675565,1434432.861283755,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)', 'BOD Pre-chlorination\n(ppm)')",280913.14553215896,723506.9406503391,139495.85731195685,1434244.4588102747,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)', 'COD Influent (ppm)')",280894.04539174895,2115772.8753396776,139542.37244059524,1764171.102937079,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)', 'COD Pre-chlorination\n(ppm)')",280911.0512239903,1870084.5741754267,139509.85023114845,1543513.5806121847,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)', 'TSS Pre-chlorination (ppm)')",280765.5390302569,1300315.0490395725,139788.3634431686,1599726.456674726,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)', 'pH Pre-chlorination')",280743.1781230386,1525229.4438673405,139843.1169879048,1476298.3579428308,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Influent \n(ppm)', 'Residual chlorine\n(ppm)')",280642.9088127559,2106107.54688393,140029.0397680171,1753144.984025688,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'COD Influent (ppm)')",280798.5092657808,723454.3828631568,139728.595442505,1434244.521088451,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'COD Pre-chlorination\n(ppm)')",280970.6835060109,723565.0151082044,139385.8304763564,1434207.1074527288,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'TSS Pre-chlorination (ppm)')",280702.8479826606,723658.2354665675,139911.2449020132,1434159.933560602,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'pH Pre-chlorination')",280821.23248163715,723412.3493337801,139681.81425378803,1434285.777998447,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'BOD Pre-chlorination\n(ppm)', 'Residual chlorine\n(ppm)')",280636.177870599,723027.0692827391,140030.54933139912,1434473.1241127066,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'COD Pre-chlorination\n(ppm)')",280838.4084196192,2115896.4048534716,139655.08766856758,1764023.1677227379,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'TSS Pre-chlorination (ppm)')",280749.15219871077,2289461.9883145182,139828.83224227995,1581181.401118947,4
"('Chlorine Dosage (L/d)', 'Total Coliform Influent (MPN/100mL)', 'COD Influent (ppm)', 'pH Pre-chlorination')",280829.2170442034,2115869.7316696686,139672.09778428773,1764056.8778007305,4
